Order_ID,Order_Date,Customer_Location,Latitude,Longitude,Product_Category,Quantity,Unit_Price,Vendor_Name,Shipping_Mode,Shipping_Cost,Actual_Shipping_Days,Planned_Lead_Time,Delivery_Status,Risk_Score
CS-2024-1303,2024-08-27,Makassar,-5.1476,119.4327,Consumer Goods,20,30449793,PT Samudera Logistik Nusantara,Truck,250000,5,5,On Time,0
CS-2024-1304,2024-12-03,Medan,3.5952,98.6722,Industrial Parts,41,7577950,PT Jaya Nusantara Logistik,Sea,305000,6,4,Late,40
CS-2024-1305,2024-07-15,Medan,3.5952,98.6722,Medical Supplies,31,15289185,PT Trans Khatulistiwa,Truck,305000,7,7,On Time,5
CS-2024-1306,2024-03-04,Surabaya,-7.2575,112.7521,Consumer Goods,20,36372593,PT Trans Khatulistiwa,Sea,200000,2,2,On Time,0
CS-2024-1307,2024-04-24,Surabaya,-7.2575,112.7521,Industrial Parts,48,43717205,CV Bahari Persada,Truck,390000,3,3,On Time,1
CS-2024-1308,2024-11-30,Surabaya,-7.2575,112.7521,Automotive,7,16161024,PT Khatulistiwa Trans Express,Truck,185000,1,1,On Time,0
CS-2024-1309,2024-02-15,Jayapura,-2.533,140.7181,Medical Supplies,19,40241901,PT Khatulistiwa Trans Express,Sea,195000,10,10,On Time,12
CS-2024-1310,2024-06-09,Banjarmasin,-3.3194,114.5908,Automotive,27,39216233,PT Trans Khatulistiwa,Air,635000,6,6,On Time,3
CS-2024-1311,2024-04-07,Surabaya,-7.2575,112.7521,Automotive,57,28933924,CV Bahari Persada,Truck,435000,3,3,On Time,0
CS-2024-1312,2024-09-23,Surabaya,-7.2575,112.7521,Consumer Goods,20,7652860,PT Jaya Nusantara Logistik,Air,600000,3,3,On Time,0
CS-2024-1313,2024-03-15,Jakarta,-6.2088,106.8456,Medical Supplies,38,15190414,PT Jaya Nusantara Logistik,Sea,290000,2,2,On Time,0
CS-2024-1314,2024-03-15,Makassar,-5.1476,119.4327,Industrial Parts,27,40690177,CV Bahari Persada,Truck,285000,4,4,On Time,4
CS-2024-1315,2024-09-01,Makassar,-5.1476,119.4327,Consumer Goods,12,33720600,CV Bahari Persada,Sea,160000,7,7,On Time,0
CS-2024-1316,2024-03-19,Surabaya,-7.2575,112.7521,Consumer Goods,37,49667852,CV Samudera Jaya,Air,685000,3,3,On Time,0
CS-2024-1317,2024-09-06,Jayapura,-2.533,140.7181,Automotive,25,20572380,CV Samudera Jaya,Sea,225000,11,11,On Time,18
CS-2024-1318,2024-07-19,Surabaya,-7.2575,112.7521,Medical Supplies,22,28849298,PT Trans Khatulistiwa,Truck,260000,2,2,On Time,1
CS-2024-1319,2024-02-06,Surabaya,-7.2575,112.7521,Medical Supplies,10,19449132,PT Trans Khatulistiwa,Air,550000,3,3,On Time,1
CS-2024-1320,2024-02-19,Palembang,-2.9761,104.7754,Consumer Goods,31,22204253,CV Samudera Jaya,Sea,255000,4,4,On Time,0
CS-2024-1321,2024-08-22,Jakarta,-6.2088,106.8456,Consumer Goods,52,39232378,PT Khatulistiwa Trans Express,Truck,410000,3,3,On Time,0
CS-2024-1322,2024-04-17,Makassar,-5.1476,119.4327,Consumer Goods,20,13630189,PT Trans Khatulistiwa,Sea,200000,4,4,On Time,4
CS-2024-1323,2024-02-22,Surabaya,-7.2575,112.7521,Consumer Goods,13,25770231,PT Jaya Nusantara Logistik,Sea,165000,1,1,On Time,0
CS-2024-1324,2024-07-01,Surabaya,-7.2575,112.7521,Automotive,5,12554958,PT Samudera Logistik Nusantara,Air,525000,3,3,On Time,4
CS-2024-1325,2024-08-10,Jakarta,-6.2088,106.8456,Consumer Goods,3,42575415,PT Trans Khatulistiwa,Truck,165000,1,1,On Time,0
CS-2024-1326,2024-07-22,Surabaya,-7.2575,112.7521,Automotive,28,20813155,PT Trans Khatulistiwa,Sea,240000,1,1,On Time,1
CS-2024-1327,2024-12-20,Makassar,-5.1476,119.4327,Industrial Parts,31,31616620,CV Samudera Jaya,Sea,255000,10,7,Late,45
CS-2024-1328,2024-11-30,Jakarta,-6.2088,106.8456,Automotive,35,25150633,PT Samudera Logistik Nusantara,Air,675000,7,1,Late,86
CS-2024-1329,2024-09-07,Jakarta,-6.2088,106.8456,Consumer Goods,141,2045299,CV Persada Cargo,Sea,805000,7,3,Late,56
CS-2024-1330,2024-10-30,Jakarta,-6.2088,106.8456,Consumer Goods,32,26267111,PT Jaya Nusantara Logistik,Sea,260000,3,3,On Time,4
CS-2024-1331,2024-03-05,Medan,3.5952,98.6722,Industrial Parts,52,22325747,PT Samudera Logistik Nusantara,Sea,360000,5,5,On Time,0
CS-2024-1332,2024-07-20,Surabaya,-7.2575,112.7521,Automotive,95,4790381,CV Persada Cargo,Sea,575000,6,3,Late,65
CS-2024-1333,2024-03-01,Jakarta,-6.2088,106.8456,Consumer Goods,47,40705095,PT Trans Khatulistiwa,Air,735000,1,1,On Time,0
CS-2024-1334,2024-03-03,Medan,3.5952,98.6722,Industrial Parts,91,9144694,CV Persada Cargo,Air,955000,9,5,Late,55
CS-2024-1335,2024-02-13,Surabaya,-7.2575,112.7521,Industrial Parts,39,34467038,CV Bahari Persada,Truck,345000,3,3,On Time,5
CS-2024-1336,2024-01-01,Denpasar,-8.6705,115.2126,Consumer Goods,6,20672923,PT Samudera Logistik Nusantara,Sea,130000,6,6,On Time,2
CS-2024-1337,2024-03-12,Palembang,-2.9761,104.7754,Automotive,26,47147471,CV Bahari Persada,Sea,230000,6,6,On Time,3
CS-2024-1338,2024-04-17,Medan,3.5952,98.6722,Industrial Parts,34,44967473,CV Samudera Jaya,Air,670000,5,5,On Time,0
CS-2024-1339,2024-06-02,Makassar,-5.1476,119.4327,Consumer Goods,125,9506546,CV Persada Cargo,Sea,725000,9,5,Late,57
CS-2024-1340,2024-11-14,Jakarta,-6.2088,106.8456,Automotive,128,5490192,CV Persada Cargo,Truck,790000,5,2,Late,61
CS-2024-1341,2024-08-21,Medan,3.5952,98.6722,Industrial Parts,25,17557690,PT Trans Khatulistiwa,Truck,275000,5,5,On Time,0
CS-2024-1342,2024-11-18,Palembang,-2.9761,104.7754,Medical Supplies,5,42987953,PT Trans Khatulistiwa,Sea,125000,5,5,On Time,4
CS-2024-1343,2024-12-02,Surabaya,-7.2575,112.7521,Consumer Goods,24,28664682,CV Samudera Jaya,Air,620000,5,2,Late,41
CS-2024-1344,2024-01-14,Makassar,-5.1476,119.4327,Consumer Goods,36,5702587,CV Bahari Persada,Air,680000,4,4,On Time,1
CS-2024-1345,2024-02-03,Palembang,-2.9761,104.7754,Medical Supplies,17,43461584,PT Samudera Logistik Nusantara,Truck,235000,6,6,On Time,0
CS-2024-1346,2024-04-25,Jayapura,-2.533,140.7181,Medical Supplies,27,1161917,PT Samudera Logistik Nusantara,Truck,285000,11,11,On Time,11
CS-2024-1347,2024-03-04,Denpasar,-8.6705,115.2126,Consumer Goods,5,35831184,PT Trans Khatulistiwa,Truck,175000,7,7,On Time,0
CS-2024-1348,2024-12-24,Surabaya,-7.2575,112.7521,Medical Supplies,23,37513372,CV Bahari Persada,Sea,215000,3,1,Late,37
CS-2024-1349,2024-06-11,Jayapura,-2.533,140.7181,Automotive,30,12624725,CV Bahari Persada,Sea,250000,15,15,On Time,18
CS-2024-1350,2024-10-09,Medan,3.5952,98.6722,Automotive,81,32501658,CV Persada Cargo,Air,905000,9,6,Late,65
CS-2024-1351,2024-03-05,Makassar,-5.1476,119.4327,Consumer Goods,86,25920882,CV Persada Cargo,Sea,530000,10,6,Late,58
CS-2024-1352,2024-12-13,Jakarta,-6.2088,106.8456,Automotive,15,47931656,PT Jaya Nusantara Logistik,Air,575000,5,2,Late,42
CS-2024-1353,2024-09-14,Jakarta,-6.2088,106.8456,Medical Supplies,35,19010166,PT Jaya Nusantara Logistik,Sea,275000,3,3,On Time,0
CS-2024-1354,2024-06-05,Jakarta,-6.2088,106.8456,Industrial Parts,38,21012596,PT Jaya Nusantara Logistik,Truck,340000,1,1,On Time,0
CS-2024-1355,2024-05-02,Jakarta,-6.2088,106.8456,Industrial Parts,116,11580554,CV Persada Cargo,Air,1080000,6,1,Late,55
CS-2024-1356,2024-08-05,Jakarta,-6.2088,106.8456,Consumer Goods,16,32689165,PT Jaya Nusantara Logistik,Sea,180000,3,3,On Time,3
CS-2024-1357,2024-12-23,Jakarta,-6.2088,106.8456,Industrial Parts,55,27710728,PT Samudera Logistik Nusantara,Sea,375000,10,1,Late,91
CS-2024-1358,2024-12-25,Medan,3.5952,98.6722,Medical Supplies,25,16889745,PT Trans Khatulistiwa,Sea,225000,8,4,Late,42
CS-2024-1359,2024-03-27,Makassar,-5.1476,119.4327,Consumer Goods,36,12231582,PT Samudera Logistik Nusantara,Truck,330000,5,5,On Time,0
CS-2024-1360,2024-08-04,Banjarmasin,-3.3194,114.5908,Automotive,36,25940619,PT Khatulistiwa Trans Express,Truck,330000,4,4,On Time,5
CS-2024-1361,2024-05-07,Palembang,-2.9761,104.7754,Industrial Parts,8,19965915,CV Bahari Persada,Truck,190000,6,6,On Time,0
CS-2024-1362,2024-11-19,Medan,3.5952,98.6722,Automotive,33,15093707,CV Bahari Persada,Sea,265000,4,4,On Time,4
CS-2024-1363,2024-09-06,Jayapura,-2.533,140.7181,Industrial Parts,32,24373580,PT Samudera Logistik Nusantara,Sea,260000,23,13,Late,100
CS-2024-1364,2024-06-30,Jakarta,-6.2088,106.8456,Industrial Parts,55,845906,CV Bahari Persada,Sea,375000,1,1,On Time,0
CS-2024-1365,2024-02-21,Surabaya,-7.2575,112.7521,Automotive,32,33520656,PT Khatulistiwa Trans Express,Air,660000,3,3,On Time,0
CS-2024-1366,2024-07-29,Bandung,-6.9175,107.6191,Industrial Parts,41,33209676,PT Samudera Logistik Nusantara,Air,705000,3,3,On Time,2
CS-2024-1367,2024-07-21,Surabaya,-7.2575,112.7521,Medical Supplies,42,20584673,CV Bahari Persada,Truck,360000,1,1,On Time,0
CS-2024-1368,2024-02-25,Makassar,-5.1476,119.4327,Automotive,25,44542181,CV Samudera Jaya,Truck,275000,5,5,On Time,1
CS-2024-1369,2024-01-03,Banjarmasin,-3.3194,114.5908,Medical Supplies,62,48094910,PT Khatulistiwa Trans Express,Air,810000,5,5,On Time,0
CS-2024-1370,2024-07-21,Jakarta,-6.2088,106.8456,Automotive,18,22727362,PT Samudera Logistik Nusantara,Air,590000,3,3,On Time,2
CS-2024-1371,2024-12-06,Makassar,-5.1476,119.4327,Medical Supplies,5,8472016,PT Jaya Nusantara Logistik,Truck,175000,11,7,Late,37
CS-2024-1372,2024-06-15,Makassar,-5.1476,119.4327,Automotive,1,34179159,PT Trans Khatulistiwa,Sea,105000,7,7,On Time,0
CS-2024-1373,2024-01-11,Palembang,-2.9761,104.7754,Consumer Goods,22,10938246,CV Bahari Persada,Sea,210000,4,4,On Time,0
CS-2024-1374,2024-01-27,Jakarta,-6.2088,106.8456,Medical Supplies,135,29334333,CV Persada Cargo,Sea,775000,6,1,Late,59
CS-2024-1375,2024-05-24,Surabaya,-7.2575,112.7521,Automotive,19,6044191,CV Samudera Jaya,Truck,245000,1,1,On Time,3
CS-2024-1376,2024-04-05,Bandung,-6.9175,107.6191,Consumer Goods,30,19366907,CV Samudera Jaya,Air,650000,2,2,On Time,0
CS-2024-1377,2024-12-07,Palembang,-2.9761,104.7754,Automotive,33,13815234,PT Jaya Nusantara Logistik,Sea,265000,8,4,Late,43
CS-2024-1378,2024-11-08,Surabaya,-7.2575,112.7521,Consumer Goods,24,13161361,CV Samudera Jaya,Sea,220000,3,3,On Time,0
CS-2024-1379,2024-03-02,Makassar,-5.1476,119.4327,Consumer Goods,19,27429657,PT Samudera Logistik Nusantara,Truck,245000,5,5,On Time,1
CS-2024-1380,2024-01-10,Jakarta,-6.2088,106.8456,Consumer Goods,22,6602573,CV Samudera Jaya,Air,610000,2,2,On Time,0
CS-2024-1381,2024-12-24,Jakarta,-6.2088,106.8456,Consumer Goods,38,15383084,CV Bahari Persada,Truck,340000,4,2,Late,43
CS-2024-1382,2024-08-06,Denpasar,-8.6705,115.2126,Industrial Parts,14,20920555,PT Samudera Logistik Nusantara,Truck,220000,6,6,On Time,0
CS-2024-1383,2024-12-30,Banjarmasin,-3.3194,114.5908,Automotive,19,17073784,CV Bahari Persada,Air,595000,7,5,Late,35
CS-2024-1384,2024-01-27,Surabaya,-7.2575,112.7521,Medical Supplies,34,14725572,CV Bahari Persada,Truck,320000,2,2,On Time,0
CS-2024-1385,2024-08-08,Surabaya,-7.2575,112.7521,Consumer Goods,31,17429086,PT Jaya Nusantara Logistik,Truck,305000,2,2,On Time,0
CS-2024-1386,2024-12-08,Bandung,-6.9175,107.6191,Industrial Parts,126,46332771,CV Persada Cargo,Air,1130000,10,2,Late,64
CS-2024-1387,2024-09-27,Surabaya,-7.2575,112.7521,Medical Supplies,45,16488835,PT Trans Khatulistiwa,Truck,375000,1,1,On Time,0
CS-2024-1388,2024-02-24,Banjarmasin,-3.3194,114.5908,Consumer Goods,22,42748964,PT Trans Khatulistiwa,Sea,210000,4,4,On Time,5
CS-2024-1389,2024-04-07,Surabaya,-7.2575,112.7521,Consumer Goods,12,47788935,PT Jaya Nusantara Logistik,Air,560000,1,1,On Time,4
CS-2024-1390,2024-06-24,Bandung,-6.9175,107.6191,Medical Supplies,9,49177458,PT Jaya Nusantara Logistik,Air,545000,3,3,On Time,0
CS-2024-1391,2024-03-06,Palembang,-2.9761,104.7754,Consumer Goods,124,28565769,CV Persada Cargo,Sea,720000,10,6,Late,62
CS-2024-1392,2024-11-18,Bandung,-6.9175,107.6191,Industrial Parts,1,29767904,PT Samudera Logistik Nusantara,Truck,155000,7,2,Late,87
CS-2024-1393,2024-11-02,Jakarta,-6.2088,106.8456,Medical Supplies,36,47255163,PT Khatulistiwa Trans Express,Truck,330000,1,1,On Time,0
CS-2024-1394,2024-12-21,Banjarmasin,-3.3194,114.5908,Consumer Goods,42,27175359,PT Jaya Nusantara Logistik,Sea,310000,6,4,Late,42
CS-2024-1395,2024-09-17,Denpasar,-8.6705,115.2126,Automotive,24,38248641,CV Samudera Jaya,Truck,270000,7,7,On Time,0
CS-2024-1396,2024-04-04,Medan,3.5952,98.6722,Industrial Parts,145,11237623,CV Persada Cargo,Air,1225000,9,4,Late,63
CS-2024-1397,2024-12-28,Jakarta,-6.2088,106.8456,Medical Supplies,15,20861511,CV Samudera Jaya,Air,575000,6,2,Late,39
CS-2024-1398,2024-10-09,Makassar,-5.1476,119.4327,Industrial Parts,38,11982937,PT Khatulistiwa Trans Express,Air,690000,5,5,On Time,5
CS-2024-1399,2024-03-16,Jakarta,-6.2088,106.8456,Medical Supplies,31,9423559,CV Bahari Persada,Air,655000,3,3,On Time,0
CS-2024-1400,2024-09-30,Jakarta,-6.2088,106.8456,Industrial Parts,56,593949,PT Trans Khatulistiwa,Truck,430000,3,3,On Time,0
CS-2024-1401,2024-06-15,Jakarta,-6.2088,106.8456,Industrial Parts,97,47842734,CV Persada Cargo,Truck,635000,8,3,Late,64
CS-2024-1402,2024-05-30,Surabaya,-7.2575,112.7521,Medical Supplies,36,4342883,PT Trans Khatulistiwa,Air,680000,2,2,On Time,0
CS-2024-1403,2024-03-31,Jakarta,-6.2088,106.8456,Medical Supplies,93,1549481,CV Persada Cargo,Sea,565000,8,3,Late,65
CS-2024-1404,2024-05-11,Medan,3.5952,98.6722,Consumer Goods,7,30174525,PT Khatulistiwa Trans Express,Truck,185000,6,6,On Time,5
CS-2024-1405,2024-07-21,Jakarta,-6.2088,106.8456,Consumer Goods,27,30434305,PT Khatulistiwa Trans Express,Sea,235000,3,3,On Time,0
CS-2024-1406,2024-09-02,Jakarta,-6.2088,106.8456,Industrial Parts,21,33783391,PT Khatulistiwa Trans Express,Truck,255000,1,1,On Time,0
CS-2024-1407,2024-04-06,Jakarta,-6.2088,106.8456,Automotive,31,49454573,PT Khatulistiwa Trans Express,Sea,255000,2,2,Damaged/Returned,0
CS-2024-1408,2024-03-31,Medan,3.5952,98.6722,Automotive,98,46628406,CV Persada Cargo,Air,990000,6,4,Late,61
CS-2024-1409,2024-05-05,Surabaya,-7.2575,112.7521,Automotive,50,43793186,PT Jaya Nusantara Logistik,Air,750000,3,3,On Time,0
CS-2024-1410,2024-11-04,Makassar,-5.1476,119.4327,Industrial Parts,1,25858770,PT Jaya Nusantara Logistik,Air,505000,4,4,On Time,5
CS-2024-1411,2024-01-23,Makassar,-5.1476,119.4327,Consumer Goods,30,17166012,CV Samudera Jaya,Air,650000,6,6,On Time,5
CS-2024-1412,2024-11-03,Surabaya,-7.2575,112.7521,Industrial Parts,10,1130566,CV Samudera Jaya,Air,550000,3,3,On Time,0
CS-2024-1413,2024-12-28,Denpasar,-8.6705,115.2126,Industrial Parts,38,14077575,PT Khatulistiwa Trans Express,Truck,340000,9,7,Late,39
CS-2024-1414,2024-06-18,Jakarta,-6.2088,106.8456,Automotive,63,10869213,PT Khatulistiwa Trans Express,Air,815000,3,3,On Time,5
CS-2024-1415,2024-10-05,Medan,3.5952,98.6722,Industrial Parts,24,1923238,CV Samudera Jaya,Air,620000,4,4,On Time,0
CS-2024-1416,2024-09-18,Jakarta,-6.2088,106.8456,Automotive,18,10018387,PT Samudera Logistik Nusantara,Air,590000,9,1,Late,91
CS-2024-1417,2024-07-16,Makassar,-5.1476,119.4327,Consumer Goods,22,24210226,PT Trans Khatulistiwa,Truck,260000,5,5,On Time,5
CS-2024-1418,2024-07-15,Denpasar,-8.6705,115.2126,Industrial Parts,10,33505520,PT Khatulistiwa Trans Express,Air,550000,5,5,On Time,0
CS-2024-1419,2024-07-01,Jakarta,-6.2088,106.8456,Industrial Parts,1,41818710,CV Bahari Persada,Air,505000,2,2,On Time,0
CS-2024-1420,2024-01-23,Jakarta,-6.2088,106.8456,Consumer Goods,33,12449926,PT Jaya Nusantara Logistik,Sea,265000,2,2,On Time,5
CS-2024-1421,2024-08-05,Banjarmasin,-3.3194,114.5908,Consumer Goods,29,45279958,PT Trans Khatulistiwa,Truck,295000,6,6,On Time,0
CS-2024-1422,2024-05-18,Medan,3.5952,98.6722,Automotive,18,44908063,CV Bahari Persada,Truck,240000,4,4,On Time,0
CS-2024-1423,2024-12-01,Medan,3.5952,98.6722,Consumer Goods,13,21992016,PT Khatulistiwa Trans Express,Truck,215000,11,7,Late,42
CS-2024-1424,2024-02-04,Jakarta,-6.2088,106.8456,Industrial Parts,42,39278379,PT Jaya Nusantara Logistik,Sea,310000,2,2,On Time,0
CS-2024-1425,2024-03-06,Jayapura,-2.533,140.7181,Consumer Goods,48,26338080,CV Bahari Persada,Truck,390000,13,13,On Time,16
CS-2024-1426,2024-11-04,Banjarmasin,-3.3194,114.5908,Medical Supplies,31,9775872,CV Samudera Jaya,Sea,255000,5,5,On Time,3
CS-2024-1427,2024-09-11,Banjarmasin,-3.3194,114.5908,Automotive,90,36233754,CV Persada Cargo,Air,950000,12,7,Late,63
CS-2024-1428,2024-10-22,Banjarmasin,-3.3194,114.5908,Consumer Goods,27,47683793,PT Samudera Logistik Nusantara,Air,635000,11,6,Late,88
CS-2024-1429,2024-01-09,Bandung,-6.9175,107.6191,Medical Supplies,35,37971876,PT Jaya Nusantara Logistik,Air,675000,1,1,On Time,0
CS-2024-1430,2024-07-03,Denpasar,-8.6705,115.2126,Consumer Goods,25,20276800,PT Jaya Nusantara Logistik,Air,625000,7,7,On Time,0
CS-2024-1431,2024-01-29,Bandung,-6.9175,107.6191,Consumer Goods,27,8367561,PT Trans Khatulistiwa,Sea,235000,1,1,On Time,0
CS-2024-1432,2024-12-22,Banjarmasin,-3.3194,114.5908,Automotive,19,25443306,PT Samudera Logistik Nusantara,Sea,195000,13,4,Late,94
CS-2024-1433,2024-03-21,Denpasar,-8.6705,115.2126,Industrial Parts,25,10357397,CV Bahari Persada,Air,625000,4,4,On Time,0
CS-2024-1434,2024-10-18,Bandung,-6.9175,107.6191,Automotive,44,10547352,CV Samudera Jaya,Air,720000,2,2,On Time,3
CS-2024-1435,2024-12-23,Palembang,-2.9761,104.7754,Medical Supplies,32,32053547,PT Jaya Nusantara Logistik,Sea,260000,9,6,Late,45
CS-2024-1436,2024-12-21,Jakarta,-6.2088,106.8456,Industrial Parts,21,19744746,PT Samudera Logistik Nusantara,Air,605000,10,1,Late,87
CS-2024-1437,2024-09-14,Surabaya,-7.2575,112.7521,Consumer Goods,25,1229310,PT Jaya Nusantara Logistik,Truck,275000,3,3,On Time,2
CS-2024-1438,2024-10-10,Morotai,2.3271,128.49,Medical Supplies,50,38890641,CV Bahari Persada,Sea,350000,12,12,On Time,16
CS-2024-1439,2024-03-21,Medan,3.5952,98.6722,Medical Supplies,107,6669755,CV Persada Cargo,Truck,685000,10,5,Late,64
CS-2024-1440,2024-01-29,Surabaya,-7.2575,112.7521,Consumer Goods,19,26826200,PT Khatulistiwa Trans Express,Sea,195000,3,3,On Time,0
CS-2024-1441,2024-12-20,Surabaya,-7.2575,112.7521,Automotive,27,32538863,CV Bahari Persada,Sea,235000,6,3,Late,41
CS-2024-1442,2024-03-25,Bandung,-6.9175,107.6191,Industrial Parts,20,25429475,PT Trans Khatulistiwa,Truck,250000,1,1,On Time,0
CS-2024-1443,2024-02-09,Jayapura,-2.533,140.7181,Medical Supplies,49,40979406,CV Samudera Jaya,Truck,395000,10,10,On Time,12
CS-2024-1444,2024-10-04,Jakarta,-6.2088,106.8456,Industrial Parts,44,4883495,PT Khatulistiwa Trans Express,Sea,320000,1,1,On Time,0
CS-2024-1445,2024-04-06,Jakarta,-6.2088,106.8456,Consumer Goods,26,43341557,PT Samudera Logistik Nusantara,Air,630000,2,2,On Time,4
CS-2024-1446,2024-10-16,Jakarta,-6.2088,106.8456,Industrial Parts,61,38331905,CV Samudera Jaya,Truck,455000,1,1,On Time,0
CS-2024-1447,2024-06-07,Banjarmasin,-3.3194,114.5908,Industrial Parts,34,24434318,CV Samudera Jaya,Truck,320000,7,7,On Time,0
CS-2024-1448,2024-07-19,Jakarta,-6.2088,106.8456,Medical Supplies,52,9191731,PT Trans Khatulistiwa,Sea,360000,1,1,On Time,3
CS-2024-1449,2024-02-21,Jayapura,-2.533,140.7181,Consumer Goods,84,2089494,CV Persada Cargo,Truck,570000,17,13,Late,72
CS-2024-1450,2024-03-18,Jayapura,-2.533,140.7181,Automotive,36,5785014,PT Trans Khatulistiwa,Air,680000,15,15,On Time,13
CS-2024-1451,2024-12-14,Banjarmasin,-3.3194,114.5908,Consumer Goods,12,48721378,PT Khatulistiwa Trans Express,Sea,160000,9,6,Late,37
CS-2024-1452,2024-06-22,Makassar,-5.1476,119.4327,Medical Supplies,129,24680421,CV Persada Cargo,Truck,795000,7,4,Late,58
CS-2024-1453,2024-11-08,Medan,3.5952,98.6722,Industrial Parts,92,10727485,CV Persada Cargo,Sea,560000,9,7,Late,57
CS-2024-1454,2024-06-07,Jakarta,-6.2088,106.8456,Industrial Parts,37,33981435,PT Samudera Logistik Nusantara,Truck,335000,2,2,On Time,0
CS-2024-1455,2024-03-23,Denpasar,-8.6705,115.2126,Industrial Parts,91,19298355,CV Persada Cargo,Truck,605000,8,6,Late,57
CS-2024-1456,2024-12-29,Jayapura,-2.533,140.7181,Automotive,33,17810335,PT Jaya Nusantara Logistik,Truck,315000,17,13,Late,52
CS-2024-1457,2024-03-04,Medan,3.5952,98.6722,Automotive,41,3157017,CV Bahari Persada,Truck,355000,7,7,On Time,4
CS-2024-1458,2024-12-14,Medan,3.5952,98.6722,Consumer Goods,34,30083444,CV Bahari Persada,Sea,270000,9,6,Late,36
CS-2024-1459,2024-12-15,Makassar,-5.1476,119.4327,Automotive,28,34453221,PT Jaya Nusantara Logistik,Truck,290000,8,4,Late,45
CS-2024-1460,2024-01-30,Jayapura,-2.533,140.7181,Consumer Goods,11,47459111,CV Samudera Jaya,Sea,155000,10,10,On Time,11
CS-2024-1461,2024-05-28,Surabaya,-7.2575,112.7521,Automotive,108,11117011,CV Persada Cargo,Truck,690000,6,1,Late,62
CS-2024-1462,2024-12-08,Jakarta,-6.2088,106.8456,Industrial Parts,14,23916830,PT Jaya Nusantara Logistik,Truck,220000,7,3,Late,42
CS-2024-1463,2024-02-25,Jakarta,-6.2088,106.8456,Industrial Parts,42,12597940,PT Trans Khatulistiwa,Air,710000,2,2,On Time,0
CS-2024-1464,2024-07-24,Bandung,-6.9175,107.6191,Medical Supplies,27,4826611,CV Bahari Persada,Truck,285000,3,3,On Time,2
CS-2024-1465,2024-02-28,Jakarta,-6.2088,106.8456,Medical Supplies,33,31006256,PT Samudera Logistik Nusantara,Sea,265000,1,1,On Time,0
CS-2024-1466,2024-11-23,Surabaya,-7.2575,112.7521,Consumer Goods,128,21987360,CV Persada Cargo,Air,1140000,5,3,Late,60
CS-2024-1467,2024-08-08,Banjarmasin,-3.3194,114.5908,Automotive,46,14822429,PT Samudera Logistik Nusantara,Air,730000,4,4,On Time,5
CS-2024-1468,2024-08-04,Surabaya,-7.2575,112.7521,Medical Supplies,38,17416217,PT Trans Khatulistiwa,Air,690000,1,1,On Time,0
CS-2024-1469,2024-07-26,Makassar,-5.1476,119.4327,Industrial Parts,31,20521043,CV Samudera Jaya,Sea,255000,7,7,On Time,3
CS-2024-1470,2024-04-19,Makassar,-5.1476,119.4327,Medical Supplies,29,12853284,CV Samudera Jaya,Air,645000,4,4,On Time,1
CS-2024-1471,2024-06-24,Surabaya,-7.2575,112.7521,Medical Supplies,17,11541641,PT Khatulistiwa Trans Express,Truck,235000,2,2,On Time,3
CS-2024-1472,2024-12-18,Makassar,-5.1476,119.4327,Consumer Goods,20,47254080,PT Jaya Nusantara Logistik,Truck,250000,9,7,Late,43
CS-2024-1473,2024-11-01,Jakarta,-6.2088,106.8456,Consumer Goods,7,5721654,PT Trans Khatulistiwa,Sea,135000,3,3,On Time,0
CS-2024-1474,2024-12-06,Makassar,-5.1476,119.4327,Medical Supplies,39,1452058,PT Khatulistiwa Trans Express,Truck,345000,8,5,Late,40
CS-2024-1475,2024-02-28,Banjarmasin,-3.3194,114.5908,Automotive,137,18136390,CV Persada Cargo,Sea,785000,7,4,Late,65
CS-2024-1476,2024-08-18,Jakarta,-6.2088,106.8456,Industrial Parts,41,2948532,PT Khatulistiwa Trans Express,Sea,305000,1,1,On Time,3
CS-2024-1477,2024-03-26,Jakarta,-6.2088,106.8456,Automotive,15,15004727,CV Bahari Persada,Air,575000,1,1,On Time,4
CS-2024-1478,2024-01-08,Surabaya,-7.2575,112.7521,Medical Supplies,51,24913832,PT Samudera Logistik Nusantara,Truck,405000,2,2,On Time,0
CS-2024-1479,2024-12-24,Jakarta,-6.2088,106.8456,Automotive,25,44047725,PT Jaya Nusantara Logistik,Truck,275000,5,2,Late,40
CS-2024-1480,2024-10-04,Medan,3.5952,98.6722,Automotive,37,35609332,CV Samudera Jaya,Truck,335000,4,4,On Time,2
CS-2024-1481,2024-08-07,Jakarta,-6.2088,106.8456,Medical Supplies,149,12371233,CV Persada Cargo,Sea,845000,6,1,Late,61
CS-2024-1482,2024-05-25,Denpasar,-8.6705,115.2126,Automotive,47,43054216,CV Bahari Persada,Sea,335000,4,4,On Time,0
CS-2024-1483,2024-02-15,Denpasar,-8.6705,115.2126,Industrial Parts,40,41856533,PT Jaya Nusantara Logistik,Air,700000,7,7,On Time,4
CS-2024-1484,2024-10-05,Morotai,2.3271,128.49,Industrial Parts,25,43015153,CV Bahari Persada,Truck,275000,14,14,On Time,10
CS-2024-1485,2024-12-07,Banjarmasin,-3.3194,114.5908,Medical Supplies,22,28728730,PT Khatulistiwa Trans Express,Air,610000,11,7,Late,41
CS-2024-1486,2024-02-28,Medan,3.5952,98.6722,Consumer Goods,39,32012593,PT Samudera Logistik Nusantara,Truck,345000,7,7,On Time,5
